x,y
0.0,13135
43.56666666666667,291
87.13333333333334,41
130.70000000000002,0
174.26666666666668,0
217.83333333333334,0
261.40000000000003,4
304.9666666666667,2
348.53333333333336,0
392.1,0
435.6666666666667,0
479.23333333333335,0
522.8000000000001,0
566.3666666666667,0
609.9333333333334,0
653.5,0
697.0666666666667,0
740.6333333333334,0
784.2,0
827.7666666666668,0
871.3333333333334,0
914.9000000000001,0
958.4666666666667,0
1002.0333333333334,0
1045.6000000000001,0
1089.1666666666667,0
1132.7333333333333,0
1176.3000000000002,0
1219.8666666666668,0
1263.4333333333334,409
1307.0,0
